user_id,email,first_name,last_name,signup_date,country,age,customer_segment
1314,charleswilson@example.com,Connie,Mcgee,2023-10-23,Zimbabwe,26,Standard
1315,gschmidt@example.com,William,Klein,2023-11-22,Latvia,49,Basic
1316,joemaldonado@example.net,Clifford,Rowe,2025-04-04,Falkland Islands (Malvinas),37,Premium
1317,brookemeyer@example.org,Brandy,Estrada,2023-12-08,Ghana,60,Standard
1318,carlsonmary@example.com,Aaron,Booth,2024-02-17,Jersey,40,Premium
1319,toddmccann@example.net,Wesley,Jones,2025-02-04,Kuwait,22,Basic
1320,stephanieperez@example.com,Becky,Whitehead,2025-05-07,Korea,44,Premium
1321,laura46@example.org,Margaret,King,2025-02-27,Lao People's Democratic Republic,36,Basic
1322,garciajermaine@example.com,Kevin,White,2024-02-03,Jamaica,57,Basic
1323,houstonjudith@example.org,Luis,Hall,2024-02-23,Burundi,19,Basic
1324,howardjohnson@example.net,Christopher,Moses,2024-07-19,Belarus,48,Standard
1325,dicksonchristopher@example.org,Matthew,Henry,2023-10-04,Saint Vincent and the Grenadines,28,Premium
1326,lhoward@example.com,Joshua,Bean,2023-10-24,Equatorial Guinea,21,Basic
1327,john79@example.com,Richard,Mcgrath,2023-08-22,Serbia,24,Basic
1328,samantha31@example.org,Jacob,Williams,2025-05-25,Palestinian Territory,34,Standard
1329,sarahweaver@example.org,Jessica,Ward,2025-05-16,Seychelles,66,Basic
1330,cynthia56@example.net,Jeffrey,Smith,2025-01-04,Latvia,32,Basic
1331,ttaylor@example.com,Tammy,Shaw,2024-04-02,Dominican Republic,61,Standard
1332,robert45@example.net,Melanie,Fisher,2023-09-22,Christmas Island,52,Standard
1333,hillcynthia@example.net,Timothy,Garcia,2023-09-09,Bangladesh,41,Basic
1334,jennifer86@example.org,Kathleen,Mclaughlin,2023-12-16,Rwanda,38,Premium
1335,wbowen@example.org,Jessica,Torres,2024-04-15,Liberia,20,Premium
1336,schmidtrichard@example.com,Daniel,Davis,2023-10-05,Morocco,29,Basic
1337,williamsemily@example.net,George,Jones,2023-09-02,Uruguay,42,Standard
1338,kathryn65@example.net,Sherri,Torres,2024-04-30,Burkina Faso,37,Premium
1339,jamesvazquez@example.net,Heidi,Garcia,2023-10-29,Norway,66,Standard
1340,allenrobinson@example.com,Frances,Franklin,2024-12-03,Brunei Darussalam,19,Standard
1341,wbaldwin@example.org,Kim,Benson,2024-04-10,Bermuda,42,Premium
1342,gonzalezelizabeth@example.com,Jessica,Martinez,2025-05-11,Israel,43,Standard
1343,whitebrandi@example.net,Diane,Garcia,2023-12-26,Slovakia (Slovak Republic),57,Premium
1344,ckaiser@example.com,Michael,Briggs,2024-07-01,Fiji,40,Basic
1345,wilsonsara@example.net,Gregory,Villanueva,2023-07-11,Angola,42,Standard
1346,blackjordan@example.org,Patricia,Copeland,2024-03-11,Saint Vincent and the Grenadines,46,Standard
1347,xrodriguez@example.com,Megan,Allen,2025-01-20,United Kingdom,45,Basic
1348,griffithtracy@example.net,Bradley,Rhodes,2024-09-01,Turkey,60,Premium
1349,angelaarnold@example.net,Steven,Acosta,2023-07-19,Zimbabwe,21,Standard
1350,timothy74@example.org,Gregory,Campbell,2023-07-20,India,63,Standard
1351,snydermatthew@example.net,Andrew,Moore,2024-03-12,Mongolia,53,Standard
1352,robertsonsteven@example.com,Michael,Rojas,2025-03-08,Kenya,70,Standard
1353,walkerandrew@example.net,John,Davis,2023-09-28,Romania,62,Basic
1354,erichughes@example.com,Justin,Oliver,2023-10-21,Estonia,56,Premium
1355,gedwards@example.org,Victor,Brooks,2023-09-29,Nicaragua,47,Standard
1356,stephanie09@example.net,Wesley,Steele,2024-12-09,Solomon Islands,38,Standard
1357,mestrada@example.com,Sandra,Lin,2023-07-13,Barbados,54,Basic
1358,colton20@example.com,Darrell,Garrison,2025-06-04,Martinique,36,Premium
1359,jamesbeard@example.org,Beth,Thomas,2025-04-21,Mauritius,66,Premium
1360,adamlara@example.com,Kim,Hamilton,2025-04-05,Cape Verde,26,Standard
1361,katie08@example.com,Joanna,Campbell,2023-11-13,Micronesia,51,Premium
1362,desiree16@example.org,Nicholas,Gonzalez,2025-02-19,Mayotte,24,Standard
1363,aguilarbrian@example.net,John,Jennings,2025-03-02,Guadeloupe,68,Standard
1364,tblackwell@example.org,Jasmine,Johnson,2025-02-06,Greenland,19,Premium
1365,rwelch@example.org,John,Montgomery,2025-03-16,Cote d'Ivoire,66,Premium
1366,steven23@example.net,Christopher,Schroeder,2024-04-11,Netherlands,56,Premium
1367,mendozapedro@example.org,Jonathan,Thompson,2024-09-29,Nicaragua,58,Premium
1368,samuel63@example.net,Erin,Hayes,2024-07-03,Pitcairn Islands,67,Basic
1369,ogill@example.net,Austin,Escobar,2023-09-04,Micronesia,36,Standard
1370,elizabethclark@example.org,Stephanie,Wagner,2024-09-02,Jersey,59,Basic
1371,ihood@example.net,Courtney,Allison,2025-04-01,France,18,Basic
1372,parrishvanessa@example.com,Joshua,Taylor,2024-04-21,North Macedonia,59,Premium
1373,jacquelineolson@example.com,Michael,Ortiz,2024-12-01,Papua New Guinea,28,Standard
1374,davisamy@example.net,Wendy,Taylor,2024-11-19,Romania,34,Premium
1375,zwhite@example.org,Angel,Leon,2023-10-03,Turkey,26,Basic
1376,mbecker@example.net,Betty,Alexander,2024-07-14,Switzerland,64,Basic
1377,eric74@example.com,Amber,Decker,2024-03-16,Ukraine,23,Basic
1378,keith12@example.com,Amy,Brooks,2023-07-11,Micronesia,40,Basic
1379,fullerhaley@example.org,Peter,Williams,2024-05-22,Dominican Republic,20,Basic
1380,michellereed@example.com,Sherry,Williams,2024-04-12,Germany,57,Standard
1381,marilyn67@example.com,Chad,Rodriguez,2024-05-15,Sao Tome and Principe,22,Standard
1382,stephenhanson@example.org,Matthew,Dean,2024-05-11,Saudi Arabia,21,Premium
1383,bonillawilliam@example.com,Aaron,Carr,2024-06-13,Lesotho,40,Standard
1384,allenterry@example.org,Jacob,Johnson,2024-02-20,Saint Helena,67,Basic
1385,cathyellis@example.org,Jeanne,Anderson,2024-03-10,Hong Kong,33,Standard
1386,lstafford@example.com,Kathleen,Johnson,2024-02-04,Kuwait,51,Premium
1387,ericdavis@example.com,Mary,Wilcox,2024-09-16,Comoros,25,Premium
1388,hurleydavid@example.org,Donald,Cole,2025-06-07,French Southern Territories,38,Basic
1389,vanessanguyen@example.net,Angel,Young,2024-02-16,Bangladesh,50,Standard
1390,smithbrenda@example.net,Tyler,Clark,2024-09-17,Madagascar,55,Basic
1391,athomas@example.net,Frank,Stanton,2023-07-27,Croatia,70,Premium
1392,tiffany35@example.org,Christina,Ramos,2024-07-08,Zambia,52,Standard
1393,jason83@example.org,Dominique,Williams,2025-03-23,Panama,35,Premium
1394,billy40@example.org,Alan,Cochran,2024-05-07,French Polynesia,20,Basic
1395,williamskimberly@example.net,Alejandro,Johnson,2024-04-20,Australia,56,Basic
1396,blairwilliam@example.net,Anthony,Williams,2024-03-26,Norway,68,Standard
1397,davisjames@example.org,Michael,Larson,2025-05-12,United States Virgin Islands,66,Premium
1398,kyle17@example.net,Jeffrey,Schwartz,2024-09-18,Bahrain,34,Basic
1399,craigcampbell@example.net,Caitlin,Lee,2024-11-24,British Virgin Islands,55,Basic
1400,huynhshelby@example.net,Adrian,Erickson,2024-08-31,Myanmar,61,Premium
1401,istanton@example.net,Brian,Smith,2023-07-02,Saint Vincent and the Grenadines,52,Basic
1402,rmacdonald@example.org,Justin,Fletcher,2023-11-29,Malta,55,Basic
1403,denisebarnett@example.net,Jordan,Jenkins,2024-03-01,Greece,38,Premium
1404,vargasjennifer@example.com,Seth,Kennedy,2024-10-15,Armenia,50,Standard
1405,martindaniel@example.net,Ashley,Montoya,2025-01-06,Guam,23,Premium
1406,torresshannon@example.org,Jared,Pearson,2025-05-30,El Salvador,34,Basic
1407,claudia69@example.org,Melissa,Castro,2024-09-22,El Salvador,36,Basic
1408,john60@example.net,Brianna,Brown,2024-08-19,Montenegro,20,Standard
1409,tiffanymullins@example.net,Hannah,Galvan,2023-09-19,Wallis and Futuna,30,Premium
1410,william54@example.net,Pamela,Murillo,2024-05-21,Haiti,24,Standard
1411,fredroberts@example.org,John,Gonzalez,2023-07-11,United States of America,66,Premium
1412,paulanderson@example.org,Corey,Robinson,2024-03-15,Liechtenstein,70,Premium
1413,avilabrooke@example.org,Lucas,Krueger,2023-10-22,Macao,24,Basic
1414,bellmolly@example.org,Joe,Horton,2024-11-23,Djibouti,58,Standard
1415,dixontanya@example.com,John,Parker,2024-01-04,Zimbabwe,51,Premium
1416,srivera@example.com,Kaitlin,Johnson,2024-02-13,British Virgin Islands,39,Basic
1417,neilmckee@example.org,David,Wilson,2025-03-24,North Macedonia,60,Standard
1418,mbell@example.net,Corey,Reed,2024-02-25,Wallis and Futuna,64,Standard
1419,gbryant@example.org,Jennifer,Robinson,2024-07-14,Turkey,18,Basic
1420,amytaylor@example.net,Morgan,Romero,2023-12-07,Taiwan,54,Premium
1421,debra71@example.net,David,Evans,2024-03-05,Brazil,54,Basic
1422,lopezmichael@example.com,Anna,Powell,2023-12-14,French Guiana,18,Standard
1423,ianbuchanan@example.org,Elizabeth,Padilla,2024-09-09,Ethiopia,62,Standard
1424,juanjenkins@example.net,Cynthia,Cline,2024-12-24,British Virgin Islands,57,Standard
1425,becky06@example.com,Christina,Bishop,2023-09-25,Saudi Arabia,19,Premium
1426,nathankim@example.com,Austin,Cunningham,2024-12-11,Mauritius,65,Basic
1427,zbrown@example.org,Andre,Hodges,2023-07-25,Palestinian Territory,40,Basic
1428,lopezeric@example.com,Joanna,Shepard,2024-03-09,Brazil,63,Premium
1429,irobinson@example.net,Matthew,Buchanan,2023-07-27,Dominican Republic,66,Premium
1430,susan59@example.org,Christopher,Lewis,2024-01-22,Myanmar,19,Standard
1431,nperez@example.com,Wayne,Holmes,2024-01-09,Faroe Islands,33,Standard
1432,tony58@example.net,April,Rhodes,2023-10-02,Saint Helena,40,Standard
1433,jeffery25@example.net,Samantha,Rowe,2024-01-03,Turks and Caicos Islands,35,Standard
1434,zalvarez@example.org,Dustin,Hanson,2024-06-02,Lesotho,26,Premium
1435,bjones@example.net,Felicia,Adams,2025-01-31,Malaysia,41,Basic
1436,joshua99@example.com,Melissa,Parsons,2025-01-02,Bouvet Island (Bouvetoya),62,Basic
1437,brandonmunoz@example.com,George,Bass,2025-04-08,Poland,66,Premium
1438,cynthia82@example.net,Julie,Patterson,2023-10-29,Poland,54,Premium
1439,julieramirez@example.org,Thomas,Vega,2025-05-29,Andorra,26,Standard
1440,savannah98@example.com,Laurie,Robinson,2023-10-29,Nauru,33,Premium
1441,wallen@example.org,Bridget,Hall,2025-05-28,French Guiana,22,Standard
1442,princesean@example.com,James,Kelly,2024-02-29,Belize,48,Standard
1443,codysullivan@example.net,Jeffrey,Jones,2023-09-22,Israel,24,Standard
1444,anthony95@example.org,Daniel,West,2023-10-24,Iraq,40,Basic
1445,curtisyoung@example.org,Shirley,Thomas,2023-07-13,French Guiana,41,Standard
1446,benjaminyoung@example.org,William,Gomez,2024-02-14,New Zealand,56,Basic
1447,drewedwards@example.net,Rachel,Johnson,2024-08-30,Dominica,42,Standard
1448,yknight@example.net,Anthony,Ward,2024-12-16,Jamaica,59,Premium
1449,kevinguerrero@example.org,Melissa,Kim,2024-08-10,French Guiana,39,Premium
1450,irwinrobin@example.org,Laura,Smith,2024-05-05,South Georgia and the South Sandwich Islands,63,Basic
1451,johnsoncynthia@example.net,Joseph,Parker,2025-05-08,Western Sahara,18,Standard
1452,hillcrystal@example.org,Justin,Lopez,2024-11-16,Congo,49,Basic
1453,johnschmidt@example.net,Carrie,Hernandez,2023-10-11,Argentina,54,Premium
1454,lweeks@example.net,Daniel,Hall,2025-02-26,Guinea-Bissau,53,Basic
1455,william77@example.org,Jennifer,Carr,2024-06-19,Turkey,24,Premium
1456,juliahopkins@example.net,Amy,Acosta,2024-06-13,Libyan Arab Jamahiriya,59,Standard
1457,qfreeman@example.com,John,Buck,2024-04-03,Poland,41,Standard
1458,brownnicholas@example.org,Maria,Mason,2023-10-16,Guinea-Bissau,42,Standard
1459,griffithmark@example.com,James,Moore,2023-08-07,Christmas Island,37,Premium
1460,vhoffman@example.org,Crystal,Dixon,2024-12-27,Guatemala,27,Standard
1461,rstark@example.net,Seth,Johnson,2025-03-25,Guam,46,Standard
1462,matthewsmith@example.com,David,Rivera,2023-12-21,Burkina Faso,50,Premium
1463,lhernandez@example.com,Sara,Schultz,2024-03-16,Saint Vincent and the Grenadines,37,Premium
1464,nwoods@example.org,Joshua,Gibbs,2024-03-12,Myanmar,23,Basic
1465,fanderson@example.net,Christine,Weiss,2023-09-27,Burundi,51,Premium
1466,adamdixon@example.com,Barbara,Hancock,2024-02-22,Malta,18,Standard
1467,ygibson@example.org,Cynthia,Rogers,2024-10-13,Syrian Arab Republic,27,Standard
1468,qcarter@example.org,James,Smith,2024-04-08,Libyan Arab Jamahiriya,55,Basic
1469,petersonrichard@example.com,Robert,Garcia,2024-09-12,Senegal,46,Standard
1470,williamlewis@example.net,Thomas,Reynolds,2025-04-08,Anguilla,30,Standard
1471,padkins@example.net,Ashley,Clayton,2025-03-06,Brazil,53,Standard
1472,kenneth32@example.net,Michael,Vasquez,2023-10-31,Christmas Island,64,Premium
1473,lisacook@example.net,Gary,Roberts,2024-09-07,Timor-Leste,24,Basic
1474,kennedyerin@example.com,Tiffany,Kelly,2025-05-25,Dominica,45,Basic
1475,garywilliams@example.com,Peter,Strickland,2025-01-22,Italy,50,Basic
1476,hrivas@example.org,James,Pacheco,2024-07-22,Swaziland,64,Premium
1477,singhdenise@example.com,Lisa,Mcdowell,2024-08-07,Liechtenstein,55,Basic
1478,garciacourtney@example.net,Tammy,Cobb,2024-08-14,Faroe Islands,50,Standard
1479,cookkrystal@example.com,Kaitlyn,Conley,2024-12-10,Saint Helena,59,Premium
1480,millergerald@example.com,Daniel,Soto,2025-03-27,Marshall Islands,65,Standard
1481,davismichael@example.com,Kelly,Thornton,2024-10-24,Burkina Faso,33,Basic
1482,danielle38@example.com,Jay,Mckenzie,2023-07-21,United States Minor Outlying Islands,19,Basic
1483,paulrenee@example.com,Elizabeth,Logan,2023-11-30,Mexico,59,Basic
1484,greghenry@example.com,Ian,Mitchell,2023-07-29,Cambodia,55,Basic
1485,alejandro19@example.net,Sharon,Lamb,2024-05-26,Nicaragua,52,Standard
1486,craig77@example.com,Philip,Cervantes,2025-04-05,Mali,63,Premium
1487,albert29@example.com,Kyle,Kelley,2024-07-12,Serbia,40,Basic
1488,jessica55@example.net,Brian,Williams,2025-01-25,Marshall Islands,66,Standard
1489,schmidtkim@example.com,John,Smith,2023-12-01,Korea,30,Basic
1490,brookswesley@example.net,Jacqueline,Brown,2025-02-28,Sierra Leone,67,Basic
1491,williegarcia@example.com,Emily,Sherman,2023-10-01,Svalbard & Jan Mayen Islands,40,Premium
1492,woodmelissa@example.net,William,Ayala,2024-07-23,Mayotte,35,Basic
1493,nicholas98@example.com,Melissa,Davis,2025-03-22,Pakistan,22,Standard
1494,nwilliams@example.net,John,Aguilar,2024-07-15,Venezuela,20,Premium
1495,christine34@example.com,Stephen,Jackson,2024-04-27,Azerbaijan,40,Basic
1496,fnewman@example.net,Shawn,Green,2024-02-22,Tanzania,42,Standard
1497,ruth11@example.net,Cody,Campbell,2023-06-29,Israel,23,Basic
1498,ijohnson@example.com,Jerry,Fernandez,2024-02-28,Belgium,59,Premium
1499,simmonsgabrielle@example.org,Mary,Thompson,2024-01-28,Cameroon,34,Standard
1500,benitezkristen@example.org,Adam,Smith,2024-05-06,South Africa,34,Standard
1501,mcdonaldangela@example.com,Samantha,Foster,2024-11-22,Armenia,26,Standard
1502,jshea@example.org,Patrick,Vargas,2024-05-04,Morocco,40,Basic
1503,jennifer69@example.org,Brian,Schmidt,2024-12-12,Uzbekistan,53,Premium
1504,stokesjasmine@example.org,Dorothy,Schwartz,2025-04-25,Serbia,67,Basic
1505,randycooke@example.org,Valerie,Strickland,2024-02-10,Bhutan,52,Basic
1506,christopherchan@example.net,Sean,Garcia,2024-09-12,Marshall Islands,26,Premium
1507,moorepatricia@example.org,Victor,Kelly,2024-06-04,Afghanistan,18,Premium
1508,kaylajones@example.org,Elizabeth,Wong,2023-08-20,Pitcairn Islands,51,Standard
1509,mgonzalez@example.net,Kristen,Bauer,2024-04-10,Slovenia,47,Standard
1510,leejerry@example.com,Carol,Esparza,2023-10-14,Cambodia,28,Premium
1511,torresdanielle@example.net,Mario,Snyder,2023-12-25,Russian Federation,34,Premium
1512,osweeney@example.org,Charles,Wells,2024-04-08,Ireland,65,Standard
1513,rosschristopher@example.org,Nathan,Park,2024-09-02,Slovenia,64,Standard
1514,djames@example.com,Omar,Perry,2023-09-02,Myanmar,28,Premium
1515,ydavidson@example.net,Steven,Taylor,2023-11-06,Portugal,40,Premium
1516,collinrowland@example.net,Jason,Rodriguez,2025-05-14,Bermuda,24,Basic
1517,paul28@example.com,Barbara,Hoffman,2025-05-27,French Guiana,64,Standard
1518,michaeltaylor@example.com,Vanessa,Garcia,2023-11-18,Korea,53,Basic
1519,rgraham@example.net,Heidi,Villanueva,2024-11-03,Aruba,59,Premium
1520,fandrews@example.com,Angelica,Reed,2025-03-07,Senegal,43,Premium
1521,gaillewis@example.com,Sherri,Jackson,2025-05-12,Saint Lucia,35,Premium
1522,meganallen@example.com,Anne,Gross,2024-10-16,Brunei Darussalam,42,Basic
1523,adamwilkinson@example.com,Anna,Wallace,2024-11-03,Malawi,23,Standard
1524,jessicasantiago@example.org,Jason,Chase,2024-04-09,United Kingdom,29,Basic
1525,kyle84@example.org,Madeline,Carroll,2024-04-17,Belarus,58,Premium
1526,dhernandez@example.net,Joshua,Allen,2024-07-30,Panama,40,Standard
1527,thompsontheresa@example.net,Gregory,Lewis,2023-10-20,United Kingdom,59,Basic
1528,john02@example.com,Jackie,Dixon,2025-06-03,Madagascar,32,Premium
1529,vjohnson@example.net,Kevin,Jordan,2024-01-13,Svalbard & Jan Mayen Islands,22,Standard
1530,timothyjensen@example.org,Beverly,Wall,2024-11-22,Belize,55,Basic
1531,mchung@example.org,James,Jordan,2024-08-06,Antigua and Barbuda,21,Basic
1532,katherine04@example.net,Angela,Ward,2023-08-23,Lesotho,18,Standard
1533,christina93@example.org,Laura,Wolf,2025-02-09,Jamaica,18,Standard
1534,smithkeith@example.org,Raymond,Kennedy,2025-02-05,Romania,41,Standard
1535,janemoore@example.org,Cassie,Chavez,2023-07-27,Niger,43,Premium
1536,kylejohnson@example.com,Hannah,Williamson,2024-12-16,Oman,65,Basic
1537,myersdennis@example.org,Jody,King,2024-02-06,Niue,38,Standard
1538,william80@example.org,Jocelyn,Jones,2025-06-07,Iraq,61,Premium
1539,ofrost@example.org,Sonia,Flynn,2023-12-11,Saint Kitts and Nevis,28,Standard
1540,williammorgan@example.org,Candace,Morse,2024-11-16,American Samoa,40,Standard
1541,johnathandavis@example.net,Aaron,Diaz,2024-10-19,Bahrain,48,Premium
1542,cwilson@example.net,Barbara,Jarvis,2025-05-24,Latvia,64,Standard
1543,jason13@example.org,Robert,Willis,2024-12-27,Bosnia and Herzegovina,66,Premium
1544,matthew17@example.org,Brandy,Bates,2024-05-15,Benin,47,Premium
1545,andrewwong@example.com,Tiffany,Rice,2025-03-01,Peru,26,Premium
1546,jennifer73@example.org,Randy,Schwartz,2023-08-20,Tokelau,59,Standard
1547,lori39@example.net,Rodney,Roberts,2025-04-24,Iran,55,Standard
1548,rebeccalawson@example.com,Donna,Dillon,2024-12-01,United Arab Emirates,32,Premium
1549,gjacobs@example.net,Robert,Phillips,2024-06-01,Guadeloupe,22,Standard
1550,wheelerdeborah@example.net,Steven,Ryan,2023-10-27,Norway,52,Basic
1551,ibarrabarbara@example.net,Reginald,Burns,2024-04-10,Japan,43,Basic
1552,reginabrown@example.org,John,Murphy,2023-11-02,British Virgin Islands,65,Basic
1553,jennifer73@example.net,Jerry,Roberts,2023-10-15,Vanuatu,33,Basic
1554,kristennguyen@example.net,Victoria,Wilson,2024-02-17,Belize,68,Basic
1555,xjordan@example.org,Michael,Sims,2023-10-14,Serbia,30,Premium
1556,phoward@example.net,Danielle,Velasquez,2025-04-10,Heard Island and McDonald Islands,39,Basic
1557,bonnie99@example.net,Tyler,Bishop,2023-09-05,Bermuda,36,Basic
1558,johnathan75@example.net,Debbie,Cooper,2024-08-21,Pakistan,22,Basic
1559,matthewthompson@example.net,Ronald,Wong,2024-01-12,Bahamas,65,Premium
1560,andreahenry@example.net,Timothy,Clayton,2024-02-09,Austria,53,Premium
1561,lmahoney@example.net,Kristin,Williams,2023-12-30,Nauru,70,Premium
1562,bonnie55@example.org,Rachel,Thomas,2025-01-16,Congo,65,Basic
1563,matthewharris@example.net,Richard,Johnson,2023-11-20,Norway,42,Basic
1564,rachaelroth@example.net,Dean,Johnson,2023-09-10,Bermuda,19,Premium
1565,brandysmith@example.org,Michelle,Chapman,2023-07-04,Somalia,57,Standard
1566,ltaylor@example.net,Debbie,Ward,2024-11-12,Ghana,18,Premium
1567,glee@example.org,Brooke,Powell,2024-11-01,Algeria,49,Premium
1568,amanda58@example.com,Brooke,Singleton,2024-03-30,Svalbard & Jan Mayen Islands,27,Basic
1569,htaylor@example.org,Richard,Warren,2023-11-23,Estonia,66,Premium
1570,michellemorgan@example.org,Shelby,Ramos,2024-03-16,Tuvalu,18,Basic
1571,donnawells@example.org,Kaitlyn,Morgan,2024-01-28,Montserrat,39,Basic
1572,aburnett@example.org,Patrick,Shannon,2025-01-03,Gambia,25,Standard
1573,jhenderson@example.net,Walter,Powers,2023-07-26,Lebanon,68,Standard
1574,ramirezkristen@example.net,Stephen,Freeman,2024-09-14,Denmark,29,Basic
1575,walkercindy@example.com,Erica,Shah,2023-08-27,French Polynesia,69,Basic
1576,qbrown@example.net,John,Hill,2024-02-12,Tajikistan,32,Premium
1577,smurray@example.com,Sharon,Williams,2025-01-01,Grenada,44,Basic
1578,theresa85@example.org,Brandon,Morgan,2024-09-24,Moldova,36,Premium
1579,brittanyjohnson@example.org,Mark,Sanchez,2025-05-01,Andorra,67,Standard
1580,melissanichols@example.com,Allison,Hogan,2025-02-22,Montenegro,40,Standard
1581,mullinsjulie@example.net,Matthew,Hodge,2025-06-15,United States Virgin Islands,61,Premium
1582,qclarke@example.com,Richard,Potter,2024-02-09,Antarctica (the territory South of 60 deg S),28,Premium
1583,gsanchez@example.com,Lori,Vaughn,2023-12-03,Liberia,44,Standard
1584,adamsvictoria@example.org,Brian,Ayers,2025-05-28,Angola,53,Standard
1585,james78@example.org,Alexander,Stanley,2024-07-01,Timor-Leste,58,Premium
1586,brett80@example.org,Luke,Mckay,2023-10-03,Mauritius,45,Basic
1587,connerdawn@example.org,Vickie,Mullins,2024-11-10,Belize,31,Standard
1588,emcneil@example.org,Taylor,Miller,2023-10-31,Cayman Islands,26,Standard
1589,gene60@example.com,Christina,Orozco,2023-12-11,Haiti,50,Premium
1590,jonathansexton@example.com,Elaine,Santiago,2025-05-04,Cambodia,64,Standard
1591,louis78@example.com,Kayla,Burnett,2023-10-14,Reunion,55,Basic
1592,lisa18@example.net,Eric,Harding,2025-02-23,American Samoa,44,Standard
1593,carsonerin@example.net,Daniel,Sutton,2024-04-21,Mongolia,22,Standard
1594,ecummings@example.net,Angela,Goodwin,2023-12-01,Slovenia,39,Basic
1595,sarahbrown@example.com,Hannah,Figueroa,2024-03-20,San Marino,28,Premium
1596,katherine06@example.org,Ronald,Murphy,2024-04-11,Lao People's Democratic Republic,47,Standard
1597,scoleman@example.net,Jeremy,Nunez,2023-08-17,Iceland,68,Basic
1598,jose86@example.org,Carol,Cunningham,2023-06-27,Armenia,33,Premium
1599,melissa66@example.net,Cynthia,Hebert,2024-01-14,Malaysia,60,Premium
1600,mwilson@example.org,Karen,Harris,2023-12-26,Dominican Republic,56,Standard
1601,kevinthompson@example.net,Jeffrey,Norman,2024-12-10,Belgium,41,Basic
1602,bobbywagner@example.com,Kelli,Adams,2025-03-13,Guatemala,19,Standard
1603,grahamkatherine@example.org,Timothy,Dean,2023-08-08,Djibouti,62,Premium
1604,zimmermanleslie@example.org,Teresa,Mcdaniel,2025-04-09,Netherlands,42,Basic
1605,bfigueroa@example.net,Randy,Anderson,2024-12-25,Cambodia,31,Standard
1606,gwelch@example.org,David,Mcintosh,2023-10-23,Anguilla,39,Basic
1607,tracyryan@example.org,Jonathan,Davis,2025-06-07,Ethiopia,20,Standard
1608,ggonzales@example.com,John,Williams,2024-11-09,Italy,30,Basic
1609,wdavis@example.net,Jose,Vega,2024-10-16,Central African Republic,37,Premium
1610,shortdaniel@example.net,Manuel,Thornton,2024-04-23,Thailand,37,Premium
1611,sharonrice@example.com,Karen,Richmond,2023-09-11,Netherlands,57,Basic
1612,sdelgado@example.org,Bryan,Cantu,2025-06-07,Aruba,24,Standard
1613,mmiller@example.org,Kristine,Wood,2024-05-13,Syrian Arab Republic,24,Premium
1614,amyconway@example.org,Shelly,Smith,2024-10-19,Djibouti,62,Basic
1615,williamsonerin@example.org,Jose,Ramos,2025-05-11,Chile,52,Premium
1616,gtaylor@example.org,Teresa,Banks,2025-05-09,British Indian Ocean Territory (Chagos Archipelago),62,Basic
1617,vellis@example.net,Jerry,Preston,2025-01-25,Cook Islands,49,Basic
1618,olambert@example.com,Ryan,Perkins,2024-04-28,Micronesia,36,Standard
1619,nicholassmith@example.net,Christina,Coleman,2024-02-23,Dominican Republic,67,Basic
1620,kimberly85@example.com,Samantha,Wells,2024-12-19,Turkmenistan,59,Standard
1621,dhartman@example.org,Stephanie,Acosta,2025-06-16,Burkina Faso,61,Standard
1622,browndana@example.org,Peter,Gentry,2024-05-24,Chile,64,Premium
1623,cynthia90@example.net,Edwin,Evans,2024-02-20,Benin,65,Basic
1624,michael76@example.org,Melissa,Wright,2025-04-17,Czech Republic,18,Basic
1625,tammyadams@example.net,Linda,Sullivan,2025-02-07,El Salvador,60,Premium
1626,tiffany77@example.org,Susan,Smith,2024-04-24,British Indian Ocean Territory (Chagos Archipelago),61,Standard
1627,ycervantes@example.org,Katie,Johnson,2023-10-01,Cayman Islands,69,Basic
1628,steven96@example.com,Kara,Daniels,2023-12-21,Eritrea,66,Standard
1629,bryanroth@example.net,David,Long,2023-09-08,Djibouti,37,Premium
1630,dgarner@example.org,Steven,Rodriguez,2024-05-02,Liberia,27,Premium
1631,maryrivera@example.org,Laura,Nunez,2024-09-15,Niue,63,Basic
1632,cvasquez@example.com,Charles,Spencer,2024-06-16,Papua New Guinea,20,Basic
1633,denise41@example.com,Janet,Jones,2025-04-03,Panama,64,Premium
1634,jbush@example.net,Angela,Holt,2023-09-05,Northern Mariana Islands,48,Premium
1635,scottlauren@example.org,Nicole,Palmer,2025-03-15,Holy See (Vatican City State),27,Premium
1636,moorejonathan@example.org,Jennifer,Weiss,2024-08-13,Paraguay,36,Standard
1637,christopherwilliams@example.com,Kimberly,Love,2024-10-02,Solomon Islands,63,Premium
1638,wclark@example.org,Melissa,Martinez,2023-12-10,Luxembourg,21,Basic
1639,gjones@example.org,Mason,Sheppard,2024-02-28,Sudan,51,Premium
1640,johncompton@example.net,Joshua,Santiago,2025-03-21,Christmas Island,29,Basic
1641,wcain@example.net,Jason,Wilkins,2025-04-24,Montenegro,33,Basic
1642,kenneth80@example.org,Yvonne,Mcconnell,2024-09-16,Marshall Islands,68,Standard
1643,psmith@example.org,Krista,Estrada,2025-01-01,Aruba,62,Premium
1644,oscarchandler@example.org,Jason,Vasquez,2024-10-18,Reunion,65,Premium
1645,nnewton@example.net,Patrick,Russell,2025-04-15,Benin,70,Basic
1646,alvarezmelanie@example.net,Michael,Reynolds,2023-07-29,Finland,49,Premium
